V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21
-0.32143162304953	0.807679072707636	-0.694491411339495	1.26095718027306	2.14305371502076	-0.587952286199936	0.0849170291040404	-0.838719339921963	1.79783622349301	-0.623045819622748	-0.590002219210597	-0.484686319306008	-0.481688220511452	-0.694323593664613	-0.778102387772159	NA	NA	NA	NA	NA	NA
1.49788412042498	-0.900118154123363	1.16480839131064	0.579522379698671	0.145511632953818	-0.714418965512502	2.01440276688398	-0.694655438074492	0.925028668342146	-0.752435880508733	-0.716655774566514	-0.0832348418572894	-0.920015995765438	-0.457924916286242	-1.08769799291966	NA	NA	NA	NA	NA	NA
-0.352328419177731	-0.842942495195361	2.10124103558918	0.879647999401618	0.11399791037716	2.13618120481073	-0.462079333951857	0.340936125300251	-0.341766789960774	-0.238283578296401	-0.653181402796894	0.0148296015666232	-0.864661992346824	-0.766049843002492	-1.06554002231722	NA	NA	NA	NA	NA	NA
2.10658830544402	0.984959292782536	1.74845894765223	-0.199595648436328	0.0605554563152284	1.03785681953314	-0.476571630168948	-0.114901872666638	-0.279516266571496	-0.750948080124571	-0.715145553918646	-0.58341345875896	-0.915662211173952	-0.825439883238342	-1.07722421666927	NA	NA	NA	NA	NA	NA
0.117249375019433	0.695002761892585	1.84025596891866	-0.803665571980588	-0.851797553116155	2.21423787345152	0.721763739789043	0.266558571961952	-0.0436779309015374	-0.778937652887637	-0.740660979807807	-0.617537483005486	-0.966360179759132	-0.860997686487555	-0.191433253087292	NA	NA	NA	NA	NA	NA
1.63287028365338	2.41344380334149	-0.956369140728719	0.0286777846662478	0.219527576242759	0.60924801867294	-0.624295198553418	0.333817832188165	0.684417728900578	-0.868512629879683	-0.827335119582943	-0.693758945138461	-0.727007201330599	-0.557757534570799	-0.666967257880937	NA	NA	NA	NA	NA	NA
-0.407359430818776	0.231111840012215	1.88186539550309	-0.309756506727965	-0.851552070985479	-0.196490220823885	0.560210848678899	0.70657162166679	2.31747045563643	-0.77942196410314	-0.741074574295038	0.0213949888643461	-0.9620295233295	-0.860567737127862	-0.610373122150119	NA	NA	NA	NA	NA	NA
-0.422357199137872	0.581383641947498	2.1883901395762	-0.786142679090446	-0.834644704036774	2.13084086786528	0.655776662677993	0.31426586402458	-0.425006692473366	-0.318463475219602	-0.722686517465676	-0.598942044883808	-0.376955218982839	-0.843916254519103	-0.541542390282068	NA	NA	NA	NA	NA	NA
0.806705063558577	-0.941283725140311	2.097687712081	0.379536607341168	0.766174791710856	1.92744274476708	0.0196877651526128	-0.721922819994552	-0.846049546686505	-0.345817495940821	-0.285769922770464	-0.61610892000613	-0.964239988519585	-0.472634176918854	-0.803408088634074	NA	NA	NA	NA	NA	NA
-0.282201103699304	2.38619475477184	-0.820560712781094	0.61462876638791	0.182208240521903	1.27843776663052	1.39688256177282	-0.0073785877389129	-0.202790203131224	-0.746776956903586	-0.711196985476753	-0.555703996561463	-0.908579154297165	-0.820392797884358	-0.802771591611143	NA	NA	NA	NA	NA	NA
0.403921445135325	2.30768716320332	-0.825195891005319	-0.234408809800191	1.04804402228193	0.254734378258831	1.74346695799435	-0.00221271863374069	-0.811872300113865	-0.746367542392633	-0.121163453865873	-0.586527976494124	-0.92267062369126	-0.825013838346215	-0.682420812530531	NA	NA	NA	NA	NA	NA
-0.385862287019548	0.304187316096544	1.20135883816505	1.94424788784945	1.46591352344751	1.17710507750302	0.338030031016084	-0.643275328545323	-0.314308361526116	-0.832192957916055	-0.796566901594215	-0.669231905761524	-0.989298006041396	-0.904697729353099	-0.895409196320387	NA	NA	NA	NA	NA	NA
1.24969076359955	0.587780360265458	-0.258110310648948	0.284110297140359	1.32436316740202	-0.738090650526724	-0.472319810743616	2.39012792562047	0.171145737328053	-0.777558775292213	-0.740422313616573	-0.593562510552276	-0.462488529414226	-0.854555996116989	-1.11010935444433	NA	NA	NA	NA	NA	NA
-0.453824774055	-0.207101835742	2.17216191800392	-0.805545376937532	1.55852268975642	1.58226817932521	-0.555526037639888	0.567567253814404	-0.208825755655112	-0.780869882847025	-0.300145949807726	-0.619260482614971	-0.967075481971001	-0.862643228493553	-0.119701235136149	NA	NA	NA	NA	NA	NA
-0.423206534106848	0.721354465454956	0.418184459690878	0.363224729541138	-0.904863979749816	2.10470109222291	0.231571530388039	0.450655033773902	1.86804608941849	-0.835945742507971	-0.798461791259524	-0.672803419257026	-1.00587782417403	-0.913322515181944	-0.603255594253143	NA	NA	NA	NA	NA	NA
-0.369190189143748	-0.233559642139944	2.18491108368802	-0.271512664228494	-0.35139152904932	1.8564421010663	1.53703075979898	-0.631588267332563	-0.343711452876977	-0.737767151216576	-0.700269663772811	0.0507444503019938	-0.918081384889372	-0.366535052584115	-0.705521397621373	NA	NA	NA	NA	NA	NA
2.29593452097147	1.31064743160406	-0.882286255425422	0.746622362392116	0.390403093122554	-0.759212828333984	0.774657141573422	0.720806247350116	-0.868398000661807	-0.800292247502783	-0.245202111383782	-0.027284988075941	-0.984431978741165	-0.882096389132588	-0.789865997756272	NA	NA	NA	NA	NA	NA
-0.235751220617723	-1.20639125545899	0.564827312298725	0.38181036267828	-0.0658401578899155	1.71984766430091	1.84090360251245	-0.573334187519781	1.45898066181488	-1.03297279114811	-0.433222991474706	-0.0325872560355471	-0.982500011256971	-0.633361421931051	-0.770408310272458	NA	NA	NA	NA	NA	NA
0.599837238424565	-0.459991078173559	1.95137186261373	0.171052687497191	-0.0735048761312024	2.17863232330948	0.656179631516525	-0.850608716940367	0.275263143385352	-0.435991088010698	-1.019734155734	-0.556981303797825	-0.563739748665375	-0.937617201907097	-0.934168717386717	NA	NA	NA	NA	NA	NA
-0.506966652622084	-0.189578609524414	1.75909370122598	-0.0605577760216362	0.282847570277057	2.30058331974722	-0.100910415999301	-1.07190543898333	0.951432088700673	-0.819817412180541	-0.13118598074238	0.0867692089819701	-0.359594010562758	-0.903524994079587	-1.23668459821687	NA	NA	NA	NA	NA	NA
-0.361425635513888	0.797311347495314	1.7564995344374	0.189552739159984	0.415741685477676	2.02966586317004	-0.901829259004998	0.316026601114876	0.455608086499482	-0.8562038538786	-1.12035861957043	-0.606234459542774	-0.0165194893623426	-0.781731396583295	-1.31610314389844	NA	NA	NA	NA	NA	NA
2.07139862684093	-0.372142507302984	-0.283742363029718	0.710787632629577	0.170292130848957	0.532782759934621	-0.106139049317794	0.287835634652978	1.94558783962215	-0.834318361059173	-0.135738496949477	-1.00937701679233	-0.773955074805509	-0.972714537765581	-1.23055721750664	NA	NA	NA	NA	NA	NA
