Gene ID	1442plasma	1874plasma	3399plasma	3701plasma	4353plasma	4370plasma	4395plasma	4894plasma	BALL10	HD1	HD2	HD3	HD4	HD5	HD6						
GCNT3	7.246128498	7.510563979	6.367258668	8.484133132	7.128482254	6.345224624	6.91696608	6.194135776	5.861682404	9.445901424	9.548314994	8.649979987	9.22032955	9.333700531	7.666954345						
CCNL1	16.40518851	16.03129348	16.80625495	17.17676402	15.89303434	15.88375626	15.70199478	14.32956841	14.06276488	18.01864752	18.3928716	18.65020924	18.0899705	18.10941785	16.74237442						
RXRB	19.02481083	18.69960903	19.48174969	19.78576107	18.63305672	18.50057385	18.3159994	17.03331328	16.70406025	20.74730615	21.08552187	21.26547884	20.76761817	20.79502228	19.41519766						
PARD3	9.550716497	9.620353776	9.425005402	10.34760023	10.07744286	8.970857191	9.046878992	8.725636371	8.187926744	11.47991142	12.12090279	11.06291874	11.68596599	11.55423948	10.17606687						
SPINT1	2.306652398	2.838035378	2.578535421	2.307777491	1.959082697	1.639214465	1.392271863	2.311490478	1.721923479	2.16791398	3.979404386	3.428159112	1.421933177	3.831686811	5.174378871						
PTPN3	6.64162172	4.875846071	5.882075612	5.399045677	5.872873537	4.558255912	5.648257836	4.665782934	6.5169673	8.691508401	5.726101178	4.972063431	5.849132548	9.232432085	6.04381694						
NFYB	5.314278468	5.881482334	6.17702563	5.77351622	6.279367582	7.640764988	5.441618186	5.177576746	5.18159069	7.934689347	7.87413366	9.457230297	7.260886274	7.772795563	7.232795304						
ZNF436-AS1	10.71836402	10.67996071	11.16606488	10.91116778	10.71444855	10.73084278	10.02491851	9.205279734	8.703932347	12.27527143	12.65156748	13.6516548	12.22205544	12.16526878	11.1144759						
APMAP	1.072434183	1.856837774	0.592213783	1.755869087	1.383050786	1.287800096	0.96228047	1.814311353	1.072533313	1.557523537	2.962678382	1.974200713	3.577640875	2.348749361	3.467467243						
PACSIN1	12.5950647	12.38038969	9.946702977	13.64701304	12.56006783	10.70274336	10.72217568	11.08407842	9.814786186	14.96771376	14.69042656	13.14868463	14.29025528	14.35775906	12.67586773						
CLK1	8.917564453	9.236914516	8.779570623	9.529776264	9.489972414	8.047629974	8.296962154	7.827836669	6.600584641	10.98924567	11.49361487	10.52396175	10.91130606	10.95716607	9.820075191						
TICAM1	1.277354999	1.330161589	1.51560911	1.65110535	1.229115824	1.452944805	1.860178716	1.630456992	2.146409495	3.343777006	3.484773068	2.867568111	2.31918109	3.542355691	2.400367922						
CPNE9	3.207400659	3.024811276	2.484834595	4.02211362	2.51401742	4.019706764	3.251521673	2.721449315	2.69675538	2.742966832	3.341787442	2.742112084	4.924963023	4.390200607	6.936530807						
PLPPR4	1.278795637	0.976895874	1.75672848	1.64935909	1.995857338	0.846830336	1.1421716	2.159038031	3.059068397	5.283675882	3.538284893	1.727020838	2.459154283	2.755288859	2.883583672						
MIR376C	2.937530028	5.153912318	2.948645076	5.770801609	6.234658276	2.785035788	4.250459552	4.329481149	2.985831877	6.181153113	6.38438214	6.807542163	6.46809658	8.50637351	4.238272072						
CIB2	1.372126489	1.782008569	1.821120882	0.872247972	2.366778019	1.517764161	1.241288484	2.027210252	2.234087329	4.654309582	1.883613297	3.439317789	2.769914951	3.49529914	3.526583975						
THSD1	6.780666781	6.879064766	7.253580173	7.703980823	6.557198724	6.681463953	6.499853021	5.840278941	5.410235751	8.675078451	8.923575946	10.17438951	8.681494689	8.472368434	7.445119768						
SIK3	9.409089797	9.105867464	8.291192443	9.65595949	9.617759817	8.030487786	8.418206862	7.929311646	7.272731433	11.32293018	11.87479454	10.49468523	11.37311845	11.28736799	9.670134348						
LOC124909441	1.081669229	0.906554525	0.607196439	0.66902398	1.997156133	0.743153533	2.156425985	1.492340768	1.081801589	2.828819931	2.862730671	2.905493789	2.651976756	3.246690932	2.591132268						
LOC101929532	1.690660112	2.612754197	1.046367955	2.205741532	2.930285474	1.235171464	2.215795759	0.816858539	3.130093126	4.209570266	4.126174185	3.527662689	4.327046923	4.106767898	4.654632393						
LOC105377063	2.143192164	0.585878372	1.191928864	2.35709259	0.717810169	2.380037596	1.186022252	2.266791224	2.039103585	2.437894315	2.72852978	2.524469112	5.154054953	2.57485818	4.202108067						
LOC101928272	1.439883244	1.624324506	2.252537003	1.397748802	1.629632295	2.234619702	1.292579766	3.029711887	2.452871417	2.826983512	2.818074874	2.617475473	5.877307481	2.253167082	3.839651218						
CAVIN2	1.84143396	2.962783568	2.143014849	3.391285566	2.812585258	1.35674275	1.685454552	2.727444039	1.177875307	4.953032822	5.231700809	3.76861248	4.908792594	4.48299109	3.457678517						
LOC107986922	1.212239539	0.322573515	0.453139153	0.02932253	-0.006018987	0.080086961	0.275897297	0.200841156	0.476461918	0.59363331	2.022906715	2.114497445	1.516301591	0.453456734	1.983858843						
LOC105372146	1.386581253	0.086778873	0.148077161	0.194510763	0.625620482	1.205878583	0.432635928	0.031285917	0.633595805	0.753876751	1.884506211	2.444998241	1.906211178	1.671268388	2.177070382						
EHD2	11.44212605	11.06032002	9.725519571	11.88006336	11.24553093	10.31745767	9.765098309	9.648868212	8.72499551	13.31117233	14.18518055	12.54985289	13.47949261	13.52821825	12.29426757						
ANKUB1	0.66167994	0.825169238	1.011742171	0.243251862	0.196053018	0.914916908	0.512554528	0.84701894	0.704222244	1.484966739	2.834568828	2.586896968	0.773572166	1.265256665	3.164498072						
SLC16A14	1.241062562	1.692226865	1.143806892	0.74214208	2.288489089	0.834756875	1.851544771	1.450961627	0.682285269	2.902269384	4.176623366	3.238798648	4.248264871	3.097093722	2.661381477						
DCST1	0.41083699	0.597912337	-0.047062915	-0.00011928	0.461111501	0.056010693	0.266815194	0.624698867	-0.035819073	0.965727145	1.763411903	0.16646932	2.643848605	1.547935594	2.462288161						
LINC01040	0.491783687	0.33681456	1.152357364	0.621420009	0.521295876	0.760985825	0.332412507	-0.238579207	-0.044589539	2.759128418	0.079028174	1.876265949	1.978520271	3.8926824	0.090554236						
CNGA4	3.6538472	1.298202041	0.636146374	1.315042917	0.653448065	3.109171488	1.213600842	1.798698984	1.204541933	6.587912232	3.100208502	3.272791265	4.103074255	3.207805889	1.793128958						
MIR3143	2.606388564	3.769256084	1.072884802	3.764391472	3.266829789	2.236908275	3.141695489	0.767083602	1.099783435	5.110778865	4.375062039	7.395948568	4.564379204	4.891792711	0.955006442						
ASZ1	0.912028728	0.300626453	1.234150635	1.012026296	0.913084775	0.546618314	0.790863948	1.224128844	1.268925337	1.440910328	3.091405813	3.646091072	1.810275396	3.53754809	2.911770816						
LINC02098	0.740674071	0.893462798	0.249040017	0.309001054	0.258553177	0.381814646	0.608737922	1.950696441	0.26331085	4.122319281	1.951807291	3.05650009	2.660377993	1.095681591	2.271953724						
LOC101928936	0.862239282	0.32090072	0.397847295	0.976888065	1.467936868	0.526810751	0.745337084	1.186965475	0.411800288	1.884347969	2.611797141	2.762250721	3.020195109	2.783964864	3.097519461						
C3orf80	0.435704915	1.256398225	-0.131820259	-0.068024459	-0.121523842	0.006434008	0.281007329	0.413094414	-0.116400717	4.78236225	1.137170168	0.974214656	2.183924227	1.332643092	0.693198565						
LY6G6F-LY6G6D	0.828501036	0.188818465	0.8100366	0.359977051	1.455637525	0.444174179	0.692614075	0.094159289	1.685484771	1.374316142	3.540981666	3.700024369	1.633012755	2.958294968	3.038765025						
ING2	0.183528353	0.07274294	0.2224821	0.331756336	-0.324446632	-0.221324319	0.038183217	-0.46793031	-0.320340496	2.645446259	0.45558296	2.52480853	0.031467759	1.876934529	0.02717314						
C19orf47	6.96868621	7.657338003	7.786320624	6.976803497	6.43827569	6.518898389	7.536666911	6.119727877	6.847080572	7.799187627	7.442855738	12.39374902	9.543745437	7.436489557	6.160715736						
UQCR11	0.573967758	0.445824472	0.090665144	0.703045239	0.099580614	0.831714921	0.420992569	-0.053911396	0.620415154	2.85640804	2.24807496	2.134186644	2.864950333	0.594549713	1.560763264						
LOC124902504	0.222919003	-0.302929535	-0.244482572	-0.200676434	-0.237479113	-0.148394188	0.858438485	-0.356483725	0.287978803	0.792109554	1.177309354	-0.020624304	2.490968241	2.076417592	1.238491826						
CDR2	2.254285308	4.083063339	2.171881475	2.580597642	3.909161776	2.518036394	3.087051895	4.850135072	3.092797901	2.656794199	4.57218137	3.177367275	4.265289395	8.420190921	7.512490048						
LINC01521	0.641834477	0.07539919	0.153860667	0.211959342	0.163184759	0.280725589	0.487753954	0.82869478	1.029311677	2.988870503	2.439291985	2.878653817	1.574288912	1.633843827	2.288900375						
PRG2	0.302035735	-0.227242907	-0.165924933	-0.120026545	-0.158584092	0.563785072	0.940523427	-0.283539844	-0.154921688	0.487396778	1.980631332	1.271003348	0.85200148	2.664672116	1.492541146						
UROD	1.013158228	-0.544704011	-0.458578938	-0.397207447	0.175185528	-0.326926655	-0.048511639	-0.171094203	-0.443644448	2.467748618	-0.329490422	2.917991029	1.942843445	0.8414843	-0.782007113						
OR2M2	0.251832272	-0.369830409	-0.290248228	0.398773977	-0.280906419	-0.165109349	0.938563258	-0.445721795	-0.276259418	2.81892405	2.185835686	-0.014209633	0.851870315	0.284444558	2.957016888						
SELENBP1	1.428260947	1.148734479	-0.26950185	-0.17773951	-0.25446709	-0.074395525	0.264207695	-0.53535613	0.446556029	-0.138532322	2.857588797	6.366759702	-0.439193728	0.411882857	3.281245151						
ADO	0.712553041	-0.078221843	0.05060084	0.1413049	0.06539893	0.244578477	0.537604828	-0.206907319	5.514673791	0.180343524	2.221384146	2.669343636	3.008459328	2.117619556	3.742255155						
CDKN2D	0.267158163	0.153832105	-0.238395503	-0.186844947	-0.230108617	-0.126126408	0.120694384	-0.373715047	-0.225980392	-0.164129926	2.138641722	1.274916603	2.796798984	1.835994831	1.883765154						
LOC105379437	0.249593422	-0.33389399	-0.262751186	-0.210431708	-0.254333011	-0.148945899	0.102618047	-0.008581482	-0.250140505	2.873371208	0.518826683	0.77567947	2.463050536	1.830560865	1.227424044						
GMPPB	-0.396991873	-0.975823491	-0.915513265	-0.872417562	-0.908507993	-0.816491864	-0.537577182	-1.034299739	-0.905029382	1.975437831	-0.81854849	0.641885217	-0.493517661	0.550495255	0.085710818						
LOC105373954	0.190137882	-0.497126514	-0.411091081	-0.348777666	-0.401013196	-0.276467879	0.041751404	-0.121258628	-0.396001695	2.213229972	0.953349429	0.760434941	-0.52086624	0.929574082	5.234220601						
